number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
40,0.7726699337363243,2026-03-23 18:00:29.546143,2026-03-23 18:00:31.173442,0 days 00:00:01.627299,32,False,0.419738665555759,128,0.0007576964364593,1,0.0001162067842661,,PRUNED
30,0.722857691347599,2026-03-23 17:59:03.463079,2026-03-23 17:59:06.016214,0 days 00:00:02.553135,32,True,0.5557563467718849,128,0.0005006719478299,3,0.0004970063693719,,PRUNED
48,0.7078944444656372,2026-03-23 18:01:42.353231,2026-03-23 18:01:44.177850,0 days 00:00:01.824619,64,False,0.2835270801902763,128,0.0009490694900745,2,0.0008431383991436,,PRUNED
65,0.6687020659446716,2026-03-23 18:04:25.289468,2026-03-23 18:04:32.043758,0 days 00:00:06.754290,64,True,0.4797286245875061,256,0.0007342895874634,3,1.227700926292292e-05,,PRUNED
36,0.6468579769134521,2026-03-23 17:59:50.201383,2026-03-23 17:59:58.932957,0 days 00:00:08.731574,32,True,0.4085158641245104,256,0.0008175827887865,3,1.3891492314707987e-05,,PRUNED
