number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
0,0.29372677206993103,2026-03-25 21:05:38.096835,2026-03-25 21:05:47.536740,0 days 00:00:09.439905,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.9553752535496958,COMPLETE
1,0.29927314817905426,2026-03-25 21:05:47.536740,2026-03-25 21:05:56.572185,0 days 00:00:09.035445,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.9269776876267748,COMPLETE
2,0.29967111845811206,2026-03-25 21:05:56.573185,2026-03-25 21:06:09.255910,0 days 00:00:12.682725,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.9229208924949289,COMPLETE
3,0.28683696190516156,2026-03-25 21:06:09.256963,2026-03-25 21:06:19.835811,0 days 00:00:10.578848,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.9066937119675456,COMPLETE
4,0.38439810276031494,2026-03-25 21:06:19.836810,2026-03-25 21:06:29.262457,0 days 00:00:09.425647,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.9188640973630832,COMPLETE
5,0.32122857371966046,2026-03-25 21:06:29.262457,2026-03-25 21:06:49.517663,0 days 00:00:20.255206,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.947261663286004,COMPLETE
6,0.2339464326699575,2026-03-25 21:06:49.518663,2026-03-25 21:07:03.927981,0 days 00:00:14.409318,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.9208924949290062,COMPLETE
7,0.40107494592666626,2026-03-25 21:07:03.928980,2026-03-25 21:07:12.761148,0 days 00:00:08.832168,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.9432048681541583,COMPLETE
8,0.2652041067679723,2026-03-25 21:07:12.762283,2026-03-25 21:07:22.151342,0 days 00:00:09.389059,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.9290060851926978,COMPLETE
9,0.3531706929206848,2026-03-25 21:07:22.152342,2026-03-25 21:07:29.472252,0 days 00:00:07.319910,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.9249492900608519,COMPLETE
10,0.7019262909889221,2026-03-25 21:07:29.472252,2026-03-25 21:07:31.016547,0 days 00:00:01.544295,64,False,0.49126804502923016,256,0.0005126065261429245,2,0.00011794741578776494,,PRUNED
11,0.29992039129137993,2026-03-25 21:07:31.016547,2026-03-25 21:07:40.249789,0 days 00:00:09.233242,16,False,0.3737425087025644,64,0.0013595852031894216,2,0.0007901468597421817,0.9432048681541583,COMPLETE
12,0.29003323428332806,2026-03-25 21:07:40.251791,2026-03-25 21:07:49.915406,0 days 00:00:09.663615,16,False,0.3416033039796708,64,0.0014540260325774793,3,0.0007753496757838726,0.9614604462474645,COMPLETE
13,0.28295663992563885,2026-03-25 21:07:49.915406,2026-03-25 21:08:00.464460,0 days 00:00:10.549054,16,False,0.4611719000163913,256,0.0014713271963086093,1,0.00019988139365565818,0.9330628803245435,COMPLETE
