number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
25,1.5927777240673702,2026-03-27 19:45:04.389507,2026-03-27 19:45:05.844413,0 days 00:00:01.454906,16,False,0.3494491084182831,64,0.0014796209438296,2,1.871446726757712e-05,,PRUNED
16,0.8217344880104065,2026-03-27 19:43:57.701148,2026-03-27 19:43:58.739501,0 days 00:00:01.038353,64,False,0.3378511774534828,64,0.001430428349001,2,0.0009722023755523,,PRUNED
60,0.7848622798919678,2026-03-27 19:49:37.197743,2026-03-27 19:49:38.354206,0 days 00:00:01.156463,64,True,0.2774178946674637,96,0.0006984364938974,3,0.0001378091755997,,PRUNED
22,0.6949283257126808,2026-03-27 19:44:32.102076,2026-03-27 19:44:33.660456,0 days 00:00:01.558380,16,False,0.3668072042762294,128,0.0006595121615032,3,2.6443747809968707e-05,,PRUNED
58,0.6686152964830399,2026-03-27 19:49:21.468572,2026-03-27 19:49:22.802401,0 days 00:00:01.333829,32,True,0.3595613226127183,128,0.0009531652368273,2,0.0001027723126932,,PRUNED
