number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
29,0.8322165012359619,2026-03-29 17:15:46.754936,2026-03-29 17:15:47.932427,0 days 00:00:01.177491,64,False,0.3206604302749543,96,0.0011179591715185,3,0.0002182689461929,,PRUNED
60,0.697451114654541,2026-03-29 17:22:17.741175,2026-03-29 17:22:19.099465,0 days 00:00:01.358290,32,False,0.5429996716491792,64,0.0013272435410325,3,2.890527782883468e-05,,PRUNED
76,0.6822110116481781,2026-03-29 17:23:38.182158,2026-03-29 17:23:39.559349,0 days 00:00:01.377191,32,False,0.5853359152220732,64,0.0009132962491883,3,2.4502574835674724e-05,,PRUNED
16,0.6392195224761963,2026-03-29 17:12:49.899256,2026-03-29 17:12:51.199122,0 days 00:00:01.299866,64,False,0.492312519177535,128,0.0012466506288334,3,0.0009933251827906,,PRUNED
64,0.631449818611145,2026-03-29 17:22:37.915163,2026-03-29 17:22:39.199574,0 days 00:00:01.284411,64,False,0.4288541021147775,128,0.0007369608152937,3,6.009950364295108e-05,,PRUNED
