number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
44,0.7949722856283188,2026-03-27 15:22:29.032408,2026-03-27 15:22:32.289399,0 days 00:00:03.256991,32,False,0.5740762011638283,256,0.0014698649896299,1,1.7553497037215998e-05,,PRUNED
79,0.7086401283740997,2026-03-27 15:27:15.742676,2026-03-27 15:27:17.420856,0 days 00:00:01.678180,32,False,0.4549489142803771,128,0.0019501912577268,3,3.5906828358061863e-05,,PRUNED
46,0.6704831123352051,2026-03-27 15:22:40.698138,2026-03-27 15:22:44.795504,0 days 00:00:04.097366,64,False,0.5452280671811425,192,0.0017346470440971,2,2.6790119360605814e-05,,PRUNED
25,0.6398658603429794,2026-03-27 15:19:33.540507,2026-03-27 15:19:36.675257,0 days 00:00:03.134750,32,False,0.5317027095203564,256,0.0017208312886262,1,1.2980599309096396e-05,,PRUNED
52,0.6129725724458694,2026-03-27 15:23:28.865861,2026-03-27 15:23:30.527127,0 days 00:00:01.661266,32,True,0.3614979186040724,64,0.0018395388148613,2,3.203900783934086e-05,,PRUNED
