number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
37,0.23442167043685913,2026-03-27 14:20:22.374195,2026-03-27 14:20:37.572622,0 days 00:00:15.198427,64,False,0.2402890161602402,192,0.0012970337326973372,2,1.4591354683719799e-05,0.9118279569892472,COMPLETE
38,0.2801358252763748,2026-03-27 14:20:37.572622,2026-03-27 14:20:53.542989,0 days 00:00:15.970367,32,True,0.29262081266622375,256,0.0007932114502279502,1,0.00012717622224689269,0.9483870967741936,COMPLETE
39,0.3080340300997098,2026-03-27 14:20:53.542989,2026-03-27 14:21:01.933230,0 days 00:00:08.390241,16,False,0.35991130912841424,64,0.0010816959412365034,2,0.00027366277443532873,0.946236559139785,COMPLETE
40,0.35293127596378326,2026-03-27 14:21:01.933230,2026-03-27 14:21:09.205978,0 days 00:00:07.272748,32,True,0.4079925072415459,96,0.0014220766305253706,1,0.00045955094590569435,0.9118279569892472,COMPLETE
41,0.9884214226622134,2026-03-27 14:21:09.205978,2026-03-27 14:21:11.363017,0 days 00:00:02.157039,16,True,0.4416310115090626,128,0.0008649012548524062,3,2.003682274134348e-05,,PRUNED
42,0.2683832496404648,2026-03-27 14:21:11.365022,2026-03-27 14:21:22.867444,0 days 00:00:11.502422,16,True,0.3808705860509046,128,0.0007667620827578203,3,1.4137535901176862e-05,0.9634408602150538,COMPLETE
43,0.24888510008653006,2026-03-27 14:21:22.867444,2026-03-27 14:21:32.380267,0 days 00:00:09.512823,16,True,0.3275456722974803,128,0.001004015377384394,2,3.077702227403977e-05,0.9182795698924731,COMPLETE
44,0.41198209921518963,2026-03-27 14:21:32.380267,2026-03-27 14:21:41.709388,0 days 00:00:09.329121,16,True,0.5216866291048393,192,0.0006988391439628144,3,0.0009937608082376786,,PRUNED
45,0.6658751368522644,2026-03-27 14:21:41.709388,2026-03-27 14:21:43.005534,0 days 00:00:01.296146,64,False,0.36374230066418695,128,0.0006036995923664719,3,5.1838406795732334e-05,,PRUNED
46,0.18908890585104624,2026-03-27 14:21:43.005534,2026-03-27 14:21:52.124803,0 days 00:00:09.119269,16,True,0.3036860102563776,96,0.0012153128896602817,2,1.0131976233359359e-05,0.9548387096774195,COMPLETE
47,0.2493969090282917,2026-03-27 14:21:52.125260,2026-03-27 14:22:01.242917,0 days 00:00:09.117657,16,True,0.24611424884294986,96,0.001201375620933555,2,0.000163343091681757,0.9225806451612903,COMPLETE
48,0.20976389199495316,2026-03-27 14:22:01.242917,2026-03-27 14:22:08.689015,0 days 00:00:07.446098,32,False,0.30396500861508635,96,0.0016254015317712256,2,1.0243651345610833e-05,0.9827956989247312,COMPLETE
49,0.2724021375179291,2026-03-27 14:22:08.689015,2026-03-27 14:22:17.880066,0 days 00:00:09.191051,16,True,0.21501984902253968,96,0.0012219102984812502,2,0.00010445609340378459,0.9333333333333333,COMPLETE
50,0.2370931152254343,2026-03-27 14:22:17.880066,2026-03-27 14:22:24.869189,0 days 00:00:06.989123,32,False,0.2885310582375692,96,0.0011064551102571989,2,2.3225164808964512e-05,0.8881720430107527,COMPLETE
51,0.4168705741564433,2026-03-27 14:22:24.869189,2026-03-27 14:22:26.704052,0 days 00:00:01.834863,16,True,0.31327562817438237,96,0.0009015439551343806,3,1.3566510680542676e-05,,PRUNED
52,0.26086320479710895,2026-03-27 14:22:26.704052,2026-03-27 14:22:35.227862,0 days 00:00:08.523810,16,True,0.4021325649737978,64,0.001386277665393849,1,1.627055102756808e-05,0.946236559139785,COMPLETE
53,0.22446062167485556,2026-03-27 14:22:35.227862,2026-03-27 14:22:43.744917,0 days 00:00:08.517055,16,True,0.3350035978443793,128,0.0010398846527025726,1,1.2792922956268377e-05,0.9505376344086022,COMPLETE
54,0.26929448793331784,2026-03-27 14:22:43.744917,2026-03-27 14:22:53.543376,0 days 00:00:09.798459,16,True,0.2780284475890602,96,0.0009766839218063469,3,4.1349499151848516e-05,0.9612903225806452,COMPLETE
55,0.2253197580575943,2026-03-27 14:22:53.543376,2026-03-27 14:23:02.367205,0 days 00:00:08.823829,64,False,0.3715772816830992,256,0.0011480723998175176,1,6.436723430219202e-05,0.9591397849462365,COMPLETE
56,0.24282624572515488,2026-03-27 14:23:02.367205,2026-03-27 14:23:09.323147,0 days 00:00:06.955942,32,True,0.30579868806405536,96,0.0009139737695412041,1,2.3243238479457828e-05,0.9655913978494624,COMPLETE
57,0.43408387899398804,2026-03-27 14:23:09.323147,2026-03-27 14:23:11.007839,0 days 00:00:01.684692,16,False,0.44788680691360855,128,0.0012447525136917272,3,0.0005998588022981812,,PRUNED
58,0.27660708874464035,2026-03-27 14:23:11.007839,2026-03-27 14:23:17.959094,0 days 00:00:06.951255,32,True,0.3577515670329813,96,0.0008386995458131182,1,5.0278254773503064e-05,0.9612903225806452,COMPLETE
59,0.3942945525050163,2026-03-27 14:23:17.961096,2026-03-27 14:23:20.942692,0 days 00:00:02.981596,32,False,0.4157451513617073,192,0.0010429360275493516,2,1.1345988721008717e-05,,PRUNED
60,0.15859486907720566,2026-03-27 14:23:20.942692,2026-03-27 14:23:27.755131,0 days 00:00:06.812439,32,False,0.3413798825220297,96,0.0015005949125250894,1,2.9778733317102685e-05,0.967741935483871,COMPLETE
61,0.24023206532001495,2026-03-27 14:23:27.755131,2026-03-27 14:23:34.544014,0 days 00:00:06.788883,32,False,0.32995713462452847,96,0.001704297145695515,1,2.9185520073406896e-05,0.9526881720430107,COMPLETE
62,0.41434165835380554,2026-03-27 14:23:34.544014,2026-03-27 14:23:35.821839,0 days 00:00:01.277825,32,False,0.34217007829026413,96,0.0019774760236620885,1,1.636376963292875e-05,,PRUNED
63,0.1855277568101883,2026-03-27 14:23:35.821839,2026-03-27 14:23:42.600852,0 days 00:00:06.779013,32,False,0.27173099105390147,96,0.001319156359474996,1,2.1019289470621003e-05,0.9419354838709678,COMPLETE
64,0.41179443895816803,2026-03-27 14:23:42.600852,2026-03-27 14:23:43.868192,0 days 00:00:01.267340,32,False,0.2545446359683605,96,0.0014921338867737726,1,3.291295469611277e-05,,PRUNED
65,0.27278202772140503,2026-03-27 14:23:43.869198,2026-03-27 14:23:50.635973,0 days 00:00:06.766775,32,False,0.26701975765000424,96,0.0013327724048993355,1,2.6008985318389443e-05,0.9741935483870968,COMPLETE
66,0.47428768314421177,2026-03-27 14:23:50.637978,2026-03-27 14:23:51.908607,0 days 00:00:01.270629,32,False,0.3018431167951503,96,0.0014689007588584624,1,1.9428487722432425e-05,,PRUNED
67,0.43657534569501877,2026-03-27 14:23:51.908607,2026-03-27 14:23:53.243107,0 days 00:00:01.334500,32,False,0.27897703642294325,96,0.001600986469113475,1,3.6491318077447255e-05,,PRUNED
68,0.42940470576286316,2026-03-27 14:23:53.243107,2026-03-27 14:23:54.570558,0 days 00:00:01.327451,32,False,0.22428655550549903,96,0.0013246691409576192,1,7.532722922892637e-05,,PRUNED
69,0.2289714813232422,2026-03-27 14:23:54.577544,2026-03-27 14:24:05.920287,0 days 00:00:11.342743,32,False,0.2495420051176005,256,0.0011413537655783582,1,2.1763441712757654e-05,0.9268817204301074,COMPLETE
70,0.4241742566227913,2026-03-27 14:24:05.930404,2026-03-27 14:24:07.187991,0 days 00:00:01.257587,32,False,0.3206640113526649,96,0.0017982597199853669,1,4.535511605656973e-05,,PRUNED
71,0.535520151257515,2026-03-27 14:24:07.187991,2026-03-27 14:24:08.505872,0 days 00:00:01.317881,32,False,0.2928226067599457,64,0.0012627360935838757,2,1.2305031361597354e-05,,PRUNED
72,0.4986042380332947,2026-03-27 14:24:08.505872,2026-03-27 14:24:09.699641,0 days 00:00:01.193769,64,False,0.35033148818148596,96,0.0005331721065208561,1,1.675896320563146e-05,,PRUNED
73,0.037343087256886065,2026-03-27 14:24:09.699641,2026-03-27 14:24:17.091683,0 days 00:00:07.392042,32,True,0.3912662100637837,96,0.0011761024713315288,2,0.0003162709964453749,0.9849462365591398,COMPLETE
74,0.26890141889452934,2026-03-27 14:24:17.091683,2026-03-27 14:24:24.665817,0 days 00:00:07.574134,32,True,0.23581199689084767,96,0.001563333952127832,2,0.00033637250065695316,0.9612903225806453,COMPLETE
75,0.27666912972927094,2026-03-27 14:24:24.665817,2026-03-27 14:24:32.187518,0 days 00:00:07.521701,32,False,0.37407852015152154,96,0.0011703762253971173,2,0.0005260836144516791,0.9290322580645161,COMPLETE
76,0.22670916467905045,2026-03-27 14:24:32.188520,2026-03-27 14:24:40.219503,0 days 00:00:08.030983,32,True,0.38912947694521555,96,0.0013821814423594135,2,0.00028155684039349603,0.9268817204301075,COMPLETE
77,0.5667553395032883,2026-03-27 14:24:40.220503,2026-03-27 14:24:43.466829,0 days 00:00:03.246326,32,False,0.26922149633775344,256,0.0010908572185099655,2,0.00025730943525652803,,PRUNED
78,0.2574676424264908,2026-03-27 14:24:43.468558,2026-03-27 14:24:50.717045,0 days 00:00:07.248487,32,True,0.3227442223615027,96,0.0009922164698276904,1,0.0001554125029803779,0.9548387096774195,COMPLETE
79,0.28474196046590805,2026-03-27 14:24:50.718044,2026-03-27 14:24:58.786888,0 days 00:00:08.068844,32,False,0.2066287564451336,96,0.0012114762700895486,2,0.0003790793917644995,0.9483870967741936,COMPLETE
80,0.1815410554409027,2026-03-27 14:24:58.787888,2026-03-27 14:25:05.825058,0 days 00:00:07.037170,32,False,0.34034925004629774,96,0.0010616354495608295,1,0.0004239720221416251,0.9505376344086022,COMPLETE
81,0.27519337832927704,2026-03-27 14:25:05.826060,2026-03-27 14:25:12.810417,0 days 00:00:06.984357,32,False,0.3387831631946327,96,0.0009401662807970507,1,0.0004012523585830045,0.9784946236559139,COMPLETE
82,0.30853110551834106,2026-03-27 14:25:12.811416,2026-03-27 14:25:19.758775,0 days 00:00:06.947359,32,False,0.3547392216778265,96,0.0010599827389658255,1,0.00023833370990595262,0.9354838709677419,COMPLETE
83,0.3845423683524132,2026-03-27 14:25:19.758775,2026-03-27 14:25:21.032717,0 days 00:00:01.273942,32,False,0.31248720876361563,96,0.001121785970236529,1,0.0008296326141202563,,PRUNED
84,0.3396647945046425,2026-03-27 14:25:21.032717,2026-03-27 14:25:27.993173,0 days 00:00:06.960456,32,False,0.2940537566330541,96,0.001177448153541788,1,0.000200204193527061,0.9204301075268818,COMPLETE
85,0.2911040112376213,2026-03-27 14:25:27.993173,2026-03-27 14:25:37.985811,0 days 00:00:09.992638,32,False,0.2608319733297115,192,0.0012855474257516225,1,0.00030386850939455063,0.9182795698924732,COMPLETE
86,0.5691369818523526,2026-03-27 14:25:37.985811,2026-03-27 14:25:39.314993,0 days 00:00:01.329182,32,True,0.3040643630294381,96,0.0010161674824266888,1,0.0001001147951760413,,PRUNED
87,0.5599016696214676,2026-03-27 14:25:39.314993,2026-03-27 14:25:42.467557,0 days 00:00:03.152564,32,False,0.3660070789277983,256,0.0012402822966861944,2,0.0007393152606450289,,PRUNED
88,0.4031018912792206,2026-03-27 14:25:42.467557,2026-03-27 14:25:43.651988,0 days 00:00:01.184431,64,True,0.5626328425864133,96,0.0010957364898401432,1,0.00041377015060036816,,PRUNED
89,0.2478209212422371,2026-03-27 14:25:43.651988,2026-03-27 14:25:50.607874,0 days 00:00:06.955886,32,False,0.3300805782553866,64,0.0014097505204483242,2,3.958731220610089e-05,0.935483870967742,COMPLETE
90,0.29097551852464676,2026-03-27 14:25:50.607874,2026-03-27 14:25:57.596908,0 days 00:00:06.989034,32,True,0.28322687944960295,96,0.0009577575930350691,1,7.199720680260736e-05,0.9591397849462366,COMPLETE
91,0.26201092700163525,2026-03-27 14:25:57.606742,2026-03-27 14:26:09.049961,0 days 00:00:11.443219,16,True,0.39636455829845835,128,0.0010612235820315155,3,2.8812870257026538e-05,0.9526881720430107,COMPLETE
92,0.27063631514708203,2026-03-27 14:26:09.049961,2026-03-27 14:26:17.551648,0 days 00:00:08.501687,16,True,0.3779616786260547,128,0.0011636237259552915,1,1.5103041362487041e-05,0.9247311827956988,COMPLETE
93,0.2774158815542857,2026-03-27 14:26:17.551648,2026-03-27 14:26:26.107959,0 days 00:00:08.556311,16,True,0.34300489569765324,96,0.001307715785033706,1,2.568330161362096e-05,0.9483870967741936,COMPLETE
94,0.2739928066730499,2026-03-27 14:26:26.108959,2026-03-27 14:26:51.852266,0 days 00:00:25.743307,16,True,0.42405702122206973,256,0.000730893362076648,1,2.112040825281546e-05,0.9311827956989247,COMPLETE
95,0.6465115994215012,2026-03-27 14:26:51.854271,2026-03-27 14:26:53.760555,0 days 00:00:01.906284,32,True,0.38671868284273636,128,0.0006477961602794416,3,5.8461057653915545e-05,,PRUNED
96,0.25909554958343506,2026-03-27 14:26:53.760555,2026-03-27 14:27:00.526099,0 days 00:00:06.765544,32,False,0.41242804552305584,96,0.0008275589092398313,1,1.011202798345594e-05,0.9634408602150538,COMPLETE
97,0.315592164794604,2026-03-27 14:27:00.526099,2026-03-27 14:27:09.663583,0 days 00:00:09.137484,16,True,0.3496574661543399,96,0.0010247948072237372,2,3.2479535526395065e-05,0.9333333333333333,COMPLETE
98,0.24654294550418854,2026-03-27 14:27:09.663583,2026-03-27 14:27:19.498679,0 days 00:00:09.835096,32,False,0.4003901406150606,192,0.0014476263297191244,1,0.00014395900286903239,0.9763440860215054,COMPLETE
99,0.44029501080513,2026-03-27 14:27:19.498679,2026-03-27 14:27:20.649645,0 days 00:00:01.150966,64,False,0.3667174730715952,96,0.0013578066073975806,1,1.8433902117195918e-05,,PRUNED
