number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
17,0.3235098719596863,2026-03-29 16:35:58.613886,2026-03-29 16:36:07.895499,0 days 00:00:09.281613,16,True,0.4285168829755205,64,0.0011736741072387474,3,8.758438059540196e-05,0.9533468559837728,COMPLETE
18,0.44188910722732544,2026-03-29 16:36:07.896496,2026-03-29 16:36:09.157585,0 days 00:00:01.261089,32,False,0.32285751844802113,192,0.0016463827258369511,1,0.0006058878285923412,,PRUNED
19,0.32542601227760315,2026-03-29 16:36:09.158152,2026-03-29 16:36:14.708265,0 days 00:00:05.550113,64,True,0.3687763338914339,128,0.0006613957746816417,2,2.5927800094708786e-05,0.9350912778904665,COMPLETE
20,0.6553576439619064,2026-03-29 16:36:14.709271,2026-03-29 16:36:16.647854,0 days 00:00:01.938583,32,True,0.5276269504938003,256,0.0009230306846623216,2,0.0005229451270811918,,PRUNED
21,0.45598916212717694,2026-03-29 16:36:16.648857,2026-03-29 16:36:18.301493,0 days 00:00:01.652636,16,True,0.5440742703539068,96,0.0019673929128808687,2,0.0003935461796991314,,PRUNED
22,0.4377838795383771,2026-03-29 16:36:18.301493,2026-03-29 16:36:19.931948,0 days 00:00:01.630455,16,True,0.4911740666291873,96,0.0017152731027294135,3,0.00018347246206663905,,PRUNED
23,0.29107216993967694,2026-03-29 16:36:19.931948,2026-03-29 16:36:27.485815,0 days 00:00:07.553867,16,True,0.20464838465102123,96,0.001457292733626696,1,0.0005958307613859689,0.896551724137931,COMPLETE
24,0.318124254544576,2026-03-29 16:36:27.487319,2026-03-29 16:36:35.311911,0 days 00:00:07.824592,16,True,0.28638935566913565,96,0.0017746755142225865,2,0.0004053247864422271,0.9046653144016227,COMPLETE
25,0.31580228606859845,2026-03-29 16:36:35.312910,2026-03-29 16:36:44.992592,0 days 00:00:09.679682,16,True,0.3798155680092064,192,0.0013314104632039287,1,0.0001656207895871816,0.9006085192697768,COMPLETE
26,0.26398863395055133,2026-03-29 16:36:44.993591,2026-03-29 16:36:52.874734,0 days 00:00:07.881143,16,False,0.5604597210982896,64,0.0019929971636038694,2,9.354016350342323e-05,0.9411764705882353,COMPLETE
27,0.34558768570423126,2026-03-29 16:36:52.875736,2026-03-29 16:37:00.501059,0 days 00:00:07.625323,16,False,0.43252276863596795,64,0.0019969450984321244,1,7.281586611369479e-05,0.8945233265720081,COMPLETE
28,0.1969074159860611,2026-03-29 16:37:00.502056,2026-03-29 16:37:05.654277,0 days 00:00:05.152221,64,False,0.48134272222937335,64,0.0015601179239281907,2,2.929563050277766e-05,0.9391480730223124,COMPLETE
29,0.2674752473831177,2026-03-29 16:37:05.655279,2026-03-29 16:37:10.753099,0 days 00:00:05.097820,64,False,0.5048533080272076,64,0.0015280218512748222,3,1.1975706288006917e-05,0.9513184584178499,COMPLETE
30,0.5930312275886536,2026-03-29 16:37:10.755099,2026-03-29 16:37:11.698361,0 days 00:00:00.943262,64,False,0.4630826230398993,64,0.0011290806486559536,2,3.333672845682796e-05,,PRUNED
31,0.1640157252550125,2026-03-29 16:37:11.699360,2026-03-29 16:37:16.934149,0 days 00:00:05.234789,64,False,0.4993439195772398,64,0.0014570931737828846,3,1.1237176196413646e-05,0.9594320486815415,COMPLETE
32,0.2811247706413269,2026-03-29 16:37:16.935150,2026-03-29 16:37:22.071803,0 days 00:00:05.136653,64,False,0.5588237266614187,64,0.0014037566756568275,3,1.2664053823291458e-05,0.9148073022312373,COMPLETE
33,0.07281353324651718,2026-03-29 16:37:22.073801,2026-03-29 16:37:27.123256,0 days 00:00:05.049455,64,False,0.5140786948974373,64,0.0012731654390680163,3,2.07247074529248e-05,0.971602434077079,COMPLETE
34,0.18963155150413513,2026-03-29 16:37:27.124258,2026-03-29 16:37:32.113350,0 days 00:00:04.989092,64,False,0.5104742043356616,64,0.0012495759382990478,3,1.860791916606836e-05,0.9290060851926978,COMPLETE
35,0.19424378871917725,2026-03-29 16:37:32.114348,2026-03-29 16:37:36.995859,0 days 00:00:04.881511,64,False,0.5108445337101901,64,0.001257992943192871,3,1.7433811777620534e-05,0.9411764705882353,COMPLETE
36,0.17506906390190125,2026-03-29 16:37:36.996858,2026-03-29 16:37:41.956126,0 days 00:00:04.959268,64,False,0.517209084845679,64,0.0011968805806106264,3,1.0058205362172272e-05,0.9614604462474645,COMPLETE
37,0.1847842037677765,2026-03-29 16:37:41.957128,2026-03-29 16:37:47.135468,0 days 00:00:05.178340,64,False,0.5364093178117576,64,0.001195035759210581,3,1.9607547923012433e-05,0.9371196754563895,COMPLETE
38,0.26762625575065613,2026-03-29 16:37:47.136468,2026-03-29 16:37:53.792622,0 days 00:00:06.656154,64,False,0.5894199479587356,256,0.0010780802083650933,3,1.0203709521100005e-05,0.9371196754563894,COMPLETE
39,0.6936514377593994,2026-03-29 16:37:53.793623,2026-03-29 16:37:54.697312,0 days 00:00:00.903689,64,False,0.5333879259009093,128,0.001157933008325342,3,1.4316663996832444e-05,,PRUNED
40,0.05629531294107437,2026-03-29 16:37:54.698311,2026-03-29 16:37:59.483550,0 days 00:00:04.785239,64,False,0.5734465393242447,64,0.0010223691777245824,3,2.2425405965443302e-05,0.9918864097363083,COMPLETE
41,0.16332486271858215,2026-03-29 16:37:59.484550,2026-03-29 16:38:04.384927,0 days 00:00:04.900377,64,False,0.573012652952514,64,0.0010474564387648727,3,2.140614637453848e-05,0.9513184584178498,COMPLETE
42,0.017245329916477203,2026-03-29 16:38:04.384927,2026-03-29 16:38:09.211615,0 days 00:00:04.826688,64,False,0.5750829538622145,64,0.000860525320809109,3,1.0318765766499272e-05,0.9391480730223124,COMPLETE
43,0.1481838822364807,2026-03-29 16:38:09.212586,2026-03-29 16:38:14.046694,0 days 00:00:04.834108,64,False,0.5760431527585056,64,0.0008326353632850908,3,2.181668783875436e-05,0.9594320486815415,COMPLETE
44,0.14680832624435425,2026-03-29 16:38:14.047692,2026-03-29 16:38:18.897915,0 days 00:00:04.850223,64,False,0.5712669577941935,64,0.0008200814214260536,3,3.4508434536801136e-05,0.9776876267748479,COMPLETE
45,0.22277815639972687,2026-03-29 16:38:18.898916,2026-03-29 16:38:23.835590,0 days 00:00:04.936674,64,False,0.5769429764726498,64,0.0008076261933209524,3,3.670564302017062e-05,0.9432048681541582,COMPLETE
46,0.3937537968158722,2026-03-29 16:38:23.836591,2026-03-29 16:38:24.726596,0 days 00:00:00.890005,64,False,0.5977705676115582,64,0.0008331886541911324,3,1.4890332697074949e-05,,PRUNED
47,0.24940109252929688,2026-03-29 16:38:24.726596,2026-03-29 16:38:31.081538,0 days 00:00:06.354942,64,False,0.5557914995039577,256,0.0007320559866312758,3,3.6524544480146006e-05,0.9249492900608518,COMPLETE
48,0.20674695074558258,2026-03-29 16:38:31.082610,2026-03-29 16:38:35.842512,0 days 00:00:04.759902,64,False,0.5989784048089946,64,0.0008835365390959688,3,2.236346769327063e-05,0.9492900608519269,COMPLETE
49,0.305067777633667,2026-03-29 16:38:35.843510,2026-03-29 16:38:40.747500,0 days 00:00:04.903990,64,False,0.5776279813117763,64,0.0009787295886632386,3,2.7801719840390295e-05,0.9006085192697768,COMPLETE
50,0.5652493238449097,2026-03-29 16:38:40.748499,2026-03-29 16:38:41.646704,0 days 00:00:00.898205,64,False,0.5466569927022791,128,0.000720000287662247,3,5.234088036634955e-05,,PRUNED
51,0.11937005072832108,2026-03-29 16:38:41.647704,2026-03-29 16:38:46.505608,0 days 00:00:04.857904,64,False,0.5733385199850184,64,0.00079966212424124,3,2.048359158250234e-05,0.9695740365111563,COMPLETE
52,0.21998946368694305,2026-03-29 16:38:46.506607,2026-03-29 16:38:51.321902,0 days 00:00:04.815295,64,False,0.5709979334088345,64,0.0007781143491945847,3,1.533613782226687e-05,0.9432048681541582,COMPLETE
53,0.2571643590927124,2026-03-29 16:38:51.322902,2026-03-29 16:38:56.326722,0 days 00:00:05.003820,64,False,0.5844381402631162,64,0.0008577370266375844,3,3.2446282605569426e-05,0.9594320486815416,COMPLETE
54,0.19294065237045288,2026-03-29 16:38:56.327718,2026-03-29 16:39:01.337822,0 days 00:00:05.010104,64,False,0.5607573820762064,64,0.0009192831858422021,3,2.3234247089254684e-05,0.9655172413793104,COMPLETE
55,0.40265142917633057,2026-03-29 16:39:01.338937,2026-03-29 16:39:02.259161,0 days 00:00:00.920224,64,False,0.5489826546471069,64,0.0006999907346920142,3,4.2750419278870434e-05,,PRUNED
56,0.16645599901676178,2026-03-29 16:39:02.260162,2026-03-29 16:39:07.354200,0 days 00:00:05.094038,64,False,0.526825512227066,64,0.0007801442764276464,3,1.745786748445364e-05,0.9391480730223123,COMPLETE
57,0.14398567378520966,2026-03-29 16:39:07.355200,2026-03-29 16:39:12.211182,0 days 00:00:04.855982,64,False,0.5845903240826742,64,0.0009208086462138415,3,6.201996430456627e-05,0.9817444219066938,COMPLETE
58,0.3010682091116905,2026-03-29 16:39:12.212182,2026-03-29 16:39:21.193326,0 days 00:00:08.981144,32,False,0.5990660159558909,256,0.0009219104943166825,3,6.501340763672297e-05,0.9452332657200812,COMPLETE
59,0.27465391159057617,2026-03-29 16:39:21.194330,2026-03-29 16:39:27.249417,0 days 00:00:06.055087,64,False,0.47771120323104377,192,0.0010161582104867045,3,6.040338063007243e-05,0.896551724137931,COMPLETE
60,0.4708517789840698,2026-03-29 16:39:27.250415,2026-03-29 16:39:28.171126,0 days 00:00:00.920711,64,False,0.5442066568433872,128,0.0005788155018209856,3,0.00011338057239615793,,PRUNED
61,0.43701446056365967,2026-03-29 16:39:28.172125,2026-03-29 16:39:29.099027,0 days 00:00:00.926902,64,False,0.5668868373703968,64,0.0008220633637848261,3,4.079589573736502e-05,,PRUNED
62,0.4468682110309601,2026-03-29 16:39:29.099027,2026-03-29 16:39:30.016283,0 days 00:00:00.917256,64,False,0.5842254784170704,64,0.0009643979378656327,3,2.716052457278568e-05,,PRUNED
63,1.0614497661590576,2026-03-29 16:39:30.017282,2026-03-29 16:39:30.900377,0 days 00:00:00.883095,64,False,0.5714125452630763,64,0.0008771949655572012,3,2.1011682852812004e-05,,PRUNED
64,0.3815501034259796,2026-03-29 16:39:30.900377,2026-03-29 16:39:31.801020,0 days 00:00:00.900643,64,False,0.5239016105641591,64,0.0006862329341498296,3,7.750310013885858e-05,,PRUNED
65,0.4422929286956787,2026-03-29 16:39:31.801020,2026-03-29 16:39:32.700688,0 days 00:00:00.899668,64,False,0.5839187583820922,64,0.0007699941066269389,3,3.0075313989087046e-05,,PRUNED
66,0.5526891201734543,2026-03-29 16:39:32.701688,2026-03-29 16:39:33.829821,0 days 00:00:01.128133,32,False,0.5534810805700746,96,0.0009447759366253273,3,1.4506098305638564e-05,,PRUNED
67,0.9292661547660828,2026-03-29 16:39:33.830821,2026-03-29 16:39:34.763457,0 days 00:00:00.932636,64,False,0.5424881157010977,64,0.0010982962855143245,3,2.5092294253030565e-05,,PRUNED
68,0.188823863863945,2026-03-29 16:39:34.764457,2026-03-29 16:39:39.693233,0 days 00:00:04.928776,64,False,0.5598941862274152,64,0.0008654978930212379,3,1.2841079599449658e-05,0.8945233265720081,COMPLETE
69,0.45862674713134766,2026-03-29 16:39:39.694232,2026-03-29 16:39:40.582357,0 days 00:00:00.888125,64,False,0.5894735869631557,64,0.000634058237671751,3,5.3644450816391396e-05,,PRUNED
70,0.3199126422405243,2026-03-29 16:39:40.583357,2026-03-29 16:39:46.581827,0 days 00:00:05.998470,64,False,0.5666321164159995,192,0.0007960932031119157,3,3.700538953781986e-05,0.9614604462474645,COMPLETE
71,0.19603578746318817,2026-03-29 16:39:46.582823,2026-03-29 16:39:51.247279,0 days 00:00:04.664456,64,False,0.5793897535534068,64,0.0010255733966866875,3,2.170899092050143e-05,0.9391480730223123,COMPLETE
72,0.1891808807849884,2026-03-29 16:39:51.248279,2026-03-29 16:39:56.103869,0 days 00:00:04.855590,64,False,0.5742516355350008,64,0.001044294419852071,3,1.9283467877814967e-05,0.9634888438133874,COMPLETE
73,0.21426905691623688,2026-03-29 16:39:56.104869,2026-03-29 16:40:00.972582,0 days 00:00:04.867713,64,False,0.5348791955053852,64,0.0009170841044960893,3,1.6813009813081696e-05,0.9046653144016227,COMPLETE
74,0.1831187754869461,2026-03-29 16:40:00.973579,2026-03-29 16:40:06.233465,0 days 00:00:05.259886,64,False,0.5999679384653924,64,0.000740766748964455,3,2.3726455120249287e-05,0.969574036511156,COMPLETE
75,0.09666994214057922,2026-03-29 16:40:06.233465,2026-03-29 16:40:11.059547,0 days 00:00:04.826082,64,False,0.2649936007137657,64,0.000842148850127583,3,4.627483680006224e-05,0.9939148073022313,COMPLETE
76,0.43346676230430603,2026-03-29 16:40:11.060548,2026-03-29 16:40:12.238144,0 days 00:00:01.177596,32,False,0.3188788925416807,64,0.0008510676722003114,3,4.8370390069616086e-05,,PRUNED
77,0.4896157383918762,2026-03-29 16:40:12.239143,2026-03-29 16:40:13.175809,0 days 00:00:00.936666,64,False,0.3017325849426975,96,0.0008182110839072516,3,3.1207717337516604e-05,,PRUNED
78,0.5096038579940796,2026-03-29 16:40:13.176809,2026-03-29 16:40:14.051440,0 days 00:00:00.874631,64,False,0.2407930187931421,64,0.000900488119007027,2,5.9465123052738186e-05,,PRUNED
79,0.24069558084011078,2026-03-29 16:40:14.052437,2026-03-29 16:40:20.417120,0 days 00:00:06.364683,64,False,0.40012661877478817,256,0.0007593349298371311,3,4.722198915937196e-05,0.8945233265720081,COMPLETE
80,0.38088056445121765,2026-03-29 16:40:20.418119,2026-03-29 16:40:21.309700,0 days 00:00:00.891581,64,False,0.42173024333725717,64,0.0009988592071796495,3,8.110781167332554e-05,,PRUNED
81,0.1698237955570221,2026-03-29 16:40:21.310701,2026-03-29 16:40:26.388601,0 days 00:00:05.077900,64,False,0.35297792734320316,64,0.000841744365948819,3,2.6216845731038635e-05,0.9513184584178499,COMPLETE
82,0.22403958439826965,2026-03-29 16:40:26.389599,2026-03-29 16:40:32.016060,0 days 00:00:05.626461,64,False,0.440065317819223,64,0.0009440658257515248,3,3.596073093021018e-05,0.9634888438133874,COMPLETE
83,0.9557282328605652,2026-03-29 16:40:32.017060,2026-03-29 16:40:33.057715,0 days 00:00:01.040655,64,False,0.3879475816485488,64,0.0010665674318317208,3,2.0494554046881013e-05,,PRUNED
84,0.16889476776123047,2026-03-29 16:40:33.058716,2026-03-29 16:40:39.067586,0 days 00:00:06.008870,64,False,0.564519224025009,64,0.0011364202832710513,3,3.963470255986117e-05,0.9898580121703854,COMPLETE
85,0.24310074746608734,2026-03-29 16:40:39.068830,2026-03-29 16:40:45.293419,0 days 00:00:06.224589,64,False,0.24985184428322824,64,0.0008891564165989149,3,1.3316035362316717e-05,0.971602434077079,COMPLETE
86,0.4235941469669342,2026-03-29 16:40:45.294418,2026-03-29 16:40:46.525795,0 days 00:00:01.231377,64,False,0.5546531665057501,128,0.0007985032207037001,3,1.1468008429862764e-05,,PRUNED
87,0.2250518798828125,2026-03-29 16:40:46.526797,2026-03-29 16:40:51.778658,0 days 00:00:05.251861,64,False,0.5880238570831277,64,0.0013699537385070857,3,1.6889509175281206e-05,0.9087221095334685,COMPLETE
88,0.28949760148922604,2026-03-29 16:40:51.779661,2026-03-29 16:41:00.736281,0 days 00:00:08.956620,16,True,0.21184679337175674,64,0.0011092077644584506,2,3.2859851766652786e-05,0.9553752535496958,COMPLETE
89,0.3041474223136902,2026-03-29 16:41:00.737281,2026-03-29 16:41:07.224590,0 days 00:00:06.487309,64,False,0.5751269677087927,192,0.0009971089983013513,3,2.8837328469508813e-05,0.9594320486815415,COMPLETE
90,0.2783828675746918,2026-03-29 16:41:07.224590,2026-03-29 16:41:12.139219,0 days 00:00:04.914629,64,False,0.5147544447540089,64,0.0009473092102265969,3,2.3041031856842537e-05,0.9614604462474645,COMPLETE
91,0.24408768117427826,2026-03-29 16:41:12.140218,2026-03-29 16:41:17.572675,0 days 00:00:05.432457,64,False,0.4532940737629875,64,0.0016604865544614885,3,1.1268954312721212e-05,0.9168356997971602,COMPLETE
92,0.27578383684158325,2026-03-29 16:41:17.573675,2026-03-29 16:41:22.451818,0 days 00:00:04.878143,64,False,0.4764009444653134,64,0.0014892351701420268,3,1.0011002853467796e-05,0.9026369168356997,COMPLETE
93,0.4290925860404968,2026-03-29 16:41:22.452847,2026-03-29 16:41:23.370571,0 days 00:00:00.917724,64,False,0.494036474817523,64,0.0008386527012092022,3,1.3803511248338796e-05,,PRUNED
94,0.18337678909301758,2026-03-29 16:41:23.371569,2026-03-29 16:41:28.234854,0 days 00:00:04.863285,64,False,0.5016057675425022,64,0.0014334359888708455,3,1.9264249539819174e-05,0.949290060851927,COMPLETE
95,0.578691840171814,2026-03-29 16:41:28.235853,2026-03-29 16:41:29.373901,0 days 00:00:01.138048,32,False,0.5904206989788741,64,0.0013093971789631838,3,1.588321678087545e-05,,PRUNED
96,0.4446839988231659,2026-03-29 16:41:29.374965,2026-03-29 16:41:30.303239,0 days 00:00:00.928274,64,False,0.5393821179554472,64,0.0012544013769396688,3,1.1167721188044044e-05,,PRUNED
97,0.20281831920146942,2026-03-29 16:41:30.303239,2026-03-29 16:41:35.152574,0 days 00:00:04.849335,64,False,0.5229256687757798,64,0.0007029876177752064,3,1.7886889889464595e-05,0.973630831643002,COMPLETE
98,0.2249964475631714,2026-03-29 16:41:35.153574,2026-03-29 16:41:41.665352,0 days 00:00:06.511778,64,False,0.5499414856625437,256,0.0007937763136551476,3,0.0002896347045706042,0.920892494929006,COMPLETE
99,0.33026012778282166,2026-03-29 16:41:41.666352,2026-03-29 16:41:46.818146,0 days 00:00:05.151794,64,True,0.5692659665018284,96,0.0009046454922639039,3,1.5786986707982075e-05,0.896551724137931,COMPLETE
