number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
12,0.7259604334831238,2026-03-26 21:05:30.657325,2026-03-26 21:05:32.099708,0 days 00:00:01.442383,64,False,0.4787000640502277,256,0.0013635825748343,2,0.0002401918641048,,PRUNED
26,0.6901833812395731,2026-03-26 21:07:39.669404,2026-03-26 21:07:42.421725,0 days 00:00:02.752321,16,False,0.3773079194486302,192,0.0014675612137572,3,0.0005312443860865,,PRUNED
97,0.6494904160499573,2026-03-26 21:17:25.201772,2026-03-26 21:17:26.443556,0 days 00:00:01.241784,64,False,0.2570077184873882,128,0.0014375354887391,2,0.000106637014743,,PRUNED
9,0.6349132806062698,2026-03-26 21:05:12.763367,2026-03-26 21:05:14.265522,0 days 00:00:01.502155,32,False,0.5887128330883842,96,0.0018478138267043,1,4.4300218067679785e-05,,PRUNED
14,0.5971242487430573,2026-03-26 21:05:33.332593,2026-03-26 21:05:35.399286,0 days 00:00:02.066693,16,True,0.4752918047800795,64,0.0005741541150535,2,0.000426154852519,,PRUNED
