number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
71,0.49392029643058777,2026-03-16 21:54:39.527364,2026-03-16 21:54:45.822824,0 days 00:00:06.295460,64,False,0.40264224255999825,64,0.0011033675425200216,2,2.8614268059652265e-05,0.846774193548387,COMPLETE
72,0.544806957244873,2026-03-16 21:54:45.822824,2026-03-16 21:55:01.085510,0 days 00:00:15.262686,64,False,0.4464425132516667,192,0.0006026484973304356,2,2.397572727906157e-05,0.7709677419354838,COMPLETE
73,0.5160537362098694,2026-03-16 21:55:01.085510,2026-03-16 21:55:16.345381,0 days 00:00:15.259871,64,False,0.41779226108727124,192,0.0012746504196720113,2,0.0006305154843704581,0.8064516129032259,COMPLETE
74,0.48562657833099365,2026-03-16 21:55:16.345381,2026-03-16 21:55:22.713550,0 days 00:00:06.368169,64,False,0.43502728743503727,96,0.0007088811634460901,2,1.5002980799592174e-05,0.832258064516129,COMPLETE
75,0.5542187094688416,2026-03-16 21:55:22.713550,2026-03-16 21:55:37.949620,0 days 00:00:15.236070,64,False,0.3947375322406586,192,0.0009384525157743111,2,1.831200603622075e-05,0.8016129032258065,COMPLETE
76,0.5493419766426086,2026-03-16 21:55:37.949620,2026-03-16 21:55:54.530173,0 days 00:00:16.580553,32,False,0.3081580497501185,192,0.0006701428493254787,2,3.768294740999992e-05,0.7870967741935484,COMPLETE
77,0.5100765228271484,2026-03-16 21:55:54.530173,2026-03-16 21:56:09.688025,0 days 00:00:15.157852,64,False,0.2404319664293897,192,0.0005829473393897396,2,2.591042234044968e-05,0.8306451612903225,COMPLETE
78,0.48474201560020447,2026-03-16 21:56:09.690030,2026-03-16 21:56:22.257685,0 days 00:00:12.567655,64,False,0.37784058052992736,256,0.0007491778600711739,2,1.161125696416575e-05,0.8370967741935484,COMPLETE
79,0.3949202597141266,2026-03-16 21:56:22.257685,2026-03-16 21:56:28.906155,0 days 00:00:06.648470,64,False,0.44673534450270597,128,0.0011459171297888123,2,1.618172569307237e-05,0.7774193548387097,COMPLETE
80,0.5248809456825256,2026-03-16 21:56:28.906155,2026-03-16 21:56:35.264367,0 days 00:00:06.358212,64,False,0.4779571241131116,128,0.0012415592948308532,1,1.1625655357744716e-05,0.8048387096774194,COMPLETE
81,0.5878996849060059,2026-03-16 21:56:35.264367,2026-03-16 21:56:41.779528,0 days 00:00:06.515161,64,False,0.44986854353511924,128,0.0011401309584476067,2,1.9727800009223753e-05,0.7387096774193549,COMPLETE
82,0.53151935338974,2026-03-16 21:56:41.779528,2026-03-16 21:56:48.335290,0 days 00:00:06.555762,64,False,0.4321940990817769,128,0.0010042116069152813,2,1.5911207507999476e-05,0.75,COMPLETE
83,0.5692421793937683,2026-03-16 21:56:48.335290,2026-03-16 21:56:54.897449,0 days 00:00:06.562159,64,False,0.2638784882392696,128,0.0014422706481945784,2,3.079569085280412e-05,0.8419354838709677,COMPLETE
84,0.4833866357803345,2026-03-16 21:56:54.897449,2026-03-16 21:57:10.197437,0 days 00:00:15.299988,64,False,0.41167364790896943,192,0.0005488313875134875,2,5.794423902030704e-05,0.8209677419354839,COMPLETE
85,0.40799057483673096,2026-03-16 21:57:10.197437,2026-03-16 21:57:16.882529,0 days 00:00:06.685092,64,False,0.38935030807073173,64,0.0010734565599480282,2,0.0008751032854081037,0.8435483870967743,COMPLETE
86,0.565773606300354,2026-03-16 21:57:16.882529,2026-03-16 21:57:23.533459,0 days 00:00:06.650930,64,True,0.3641917464658541,64,0.0011719639971677679,2,0.0009228513768806339,0.8048387096774193,COMPLETE
87,0.48920355178415775,2026-03-16 21:57:23.533459,2026-03-16 21:57:32.448112,0 days 00:00:08.914653,16,False,0.34421959182527107,64,0.0009057227374625041,2,0.0005920987522176779,0.8354838709677419,COMPLETE
88,0.4743308424949646,2026-03-16 21:57:32.449607,2026-03-16 21:57:38.864843,0 days 00:00:06.415236,64,False,0.23246572553043918,64,0.0011204703767262296,2,0.0007061193742970499,0.8,COMPLETE
89,0.5500630140304565,2026-03-16 21:57:38.864843,2026-03-16 21:57:45.256151,0 days 00:00:06.391308,64,False,0.4746950762781724,64,0.001064187659221142,2,0.0006984927544373134,0.8516129032258064,COMPLETE
90,0.5057105422019958,2026-03-16 21:57:45.256151,2026-03-16 21:57:51.828395,0 days 00:00:06.572244,64,False,0.20978006662701953,128,0.001234662112782745,2,0.000508493135141896,0.864516129032258,COMPLETE
91,0.47999846935272217,2026-03-16 21:57:51.828395,2026-03-16 21:58:07.024329,0 days 00:00:15.195934,64,False,0.391309772502186,192,0.0010813038595433486,2,0.0009052945104052608,0.8161290322580645,COMPLETE
92,0.5217917561531067,2026-03-16 21:58:07.024329,2026-03-16 21:58:16.565586,0 days 00:00:09.541257,64,False,0.4279935011338322,192,0.0010381132373948308,1,0.0008467561107712894,0.8161290322580645,COMPLETE
93,0.48599326610565186,2026-03-16 21:58:16.565586,2026-03-16 21:58:31.832389,0 days 00:00:15.266803,64,False,0.3721117932172485,192,0.0012054610018496195,2,2.3260071349231323e-05,0.8338709677419356,COMPLETE
94,0.5390229821205139,2026-03-16 21:58:31.832389,2026-03-16 21:58:38.801047,0 days 00:00:06.968658,32,False,0.45197827310390926,96,0.0006156246809406756,2,1.7280370281270032e-05,0.8217741935483871,COMPLETE
95,0.49064376950263977,2026-03-16 21:58:38.801047,2026-03-16 21:58:45.233094,0 days 00:00:06.432047,64,False,0.4013237916572734,64,0.0008338670696560538,2,7.289642433316468e-05,0.8661290322580645,COMPLETE
96,0.5057380199432373,2026-03-16 21:58:45.233094,2026-03-16 21:59:00.495561,0 days 00:00:15.262467,64,False,0.2000235003304363,192,0.0009645513506071887,2,0.00046846804173942896,0.8483870967741935,COMPLETE
97,0.43444108963012695,2026-03-16 21:59:00.502413,2026-03-16 21:59:15.916149,0 days 00:00:15.413736,64,False,0.4427787670101124,192,0.0013574520426779153,2,1.9971365424095106e-05,0.8564516129032257,COMPLETE
98,0.4932297468185425,2026-03-16 21:59:15.916149,2026-03-16 21:59:31.071293,0 days 00:00:15.155144,64,False,0.4387966556459826,192,0.0013505794078916198,2,1.2236390445901526e-05,0.8129032258064516,COMPLETE
99,0.46595391631126404,2026-03-16 21:59:31.077540,2026-03-16 21:59:50.344140,0 days 00:00:19.266600,64,True,0.4667503709296145,256,0.001576878475840225,2,1.4934810353953509e-05,0.7983870967741936,COMPLETE
